Date,Temperature (°C),Rainfall (mm),Humidity (%),Dengue_Cases
2013-08-20,21.42,61.08,40.8,14
2013-08-21,21.89,49.95,40.5,14
2013-08-22,21.61,54.46,43.53,14
2013-08-23,18.91,102.28,39.1,11
2013-08-24,22.24,62.96,41.16,12
2013-08-25,20.9,81.55,43.64,12
2013-08-26,21.6,36.31,34.04,11
2013-08-27,21.02,72.12,37.58,10
2013-08-28,17.43,75.46,43.07,13
2013-08-29,22.49,71.83,37.3,11
2013-08-30,19.71,99.22,49.79,14
2013-08-31,22.11,59.18,41.85,10
2013-09-01,19.98,66.8,42.02,12
2013-09-02,18.27,93.41,42.58,13
2013-09-03,19.59,44.85,42.31,12
2013-09-04,22.21,51.95,42.47,12
2013-09-05,20.71,35.13,46.06,11
2013-09-06,17.14,97.95,35.15,12
2013-09-07,20.42,68.06,45.79,10
2013-09-08,20.45,55.75,38.17,10
2013-09-09,17.58,38.87,45.41,11
2013-09-10,21.26,52.87,41.71,11
2013-09-11,19.92,42.69,36.18,11
2013-09-12,21.48,68.55,39.23,11
2013-09-13,21.28,40.75,43.28,11
2013-09-14,18.67,63.62,37.45,13
2013-09-15,19.16,49.05,47.16,12
2013-09-16,22.13,52.16,39.28,11
2013-09-17,21.37,28.11,36.92,16
2013-09-18,22.85,41.87,35.23,11
2013-09-19,20.53,70.81,41.59,11
2013-09-20,18.97,15.1,33.32,11
2013-09-21,17.19,53.57,46.27,11
2013-09-22,20.79,51.49,36.21,13
2013-09-23,20.29,63.68,44.04,11
2013-09-24,19.49,70.19,42.68,10
2013-09-25,21.9,55.62,49.63,15
2013-09-26,19.79,47.54,39.19,10
2013-09-27,21.54,47.63,41.46,9
2013-09-28,22.12,42.57,39.85,11
2013-09-29,19.27,56.91,43.99,13
2013-09-30,16.93,31.86,48.39,10
2013-10-01,20.46,62.48,38.35,10
2013-10-02,20.99,45.91,48.33,10
2013-10-03,22.08,43.45,50.47,11
2013-10-04,22.84,71.4,45.23,12
2013-10-05,21.51,93.32,40.44,14
2013-10-06,18.66,77.31,43.6,14
2013-10-07,21.04,53.13,44.34,15
2013-10-08,19.64,33.67,31.21,9
2013-10-09,19.31,48.13,43.06,10
2013-10-10,19.33,57.49,39.22,9
2013-10-11,19.53,47.08,38.07,11
2013-10-12,21.95,48.48,43.11,13
2013-10-13,20.31,77.3,45.77,13
2013-10-14,20.36,40.39,37.5,12
2013-10-15,19.63,20.16,38.6,9
2013-10-16,20.66,104.72,42.42,14
2013-10-17,21.63,44.97,43.57,11
2013-10-18,20.14,27.16,37.96,11
2013-10-19,23.51,28.17,47.83,10
2013-10-20,20.85,82.65,39.21,12
2013-10-21,21.22,29.22,42.78,10
2013-10-22,20.77,63.57,41.44,13
2013-10-23,20.4,56.96,45.24,10
2013-10-24,21.95,48.57,41.45,13
2013-10-25,22.42,32.09,40.9,7
2013-10-26,19.84,63.19,40.43,17
2013-10-27,20.58,15.99,46.77,12
2013-10-28,22.43,47.56,41.96,9
2013-10-29,19.46,45.24,45.58,11
2013-10-30,20.91,41.72,51.22,9
2013-10-31,23.62,64.96,32.48,15
2013-11-01,20.08,45.82,47.14,9
2013-11-02,20.64,24.23,42.24,8
2013-11-03,21.18,72.86,43.28,11
2013-11-04,24.27,69.16,46.84,13
2013-11-05,22.3,53.79,46.35,11
2013-11-06,22.82,49.04,43.26,13
2013-11-07,21.38,61.93,43.36,11
2013-11-08,20.88,49.07,45.3,10
2013-11-09,20.36,63.09,50.41,10
2013-11-10,20.49,11.85,39.94,8
2013-11-11,20.58,62.45,41.95,12
2013-11-12,21.18,84.89,44.39,12
2013-11-13,19.24,36.66,51.09,9
2013-11-14,22.28,69.93,50.14,12
2013-11-15,22.57,83.06,49.39,12
2013-11-16,20.84,44.56,41.78,10
2013-11-17,24.08,44.63,56.44,9
2013-11-18,20.26,62.46,46.16,14
2013-11-19,22.75,46.42,54.51,9
2013-11-20,20.5,82.39,51.87,14
2013-11-21,22.24,37.5,41.81,11
2013-11-22,22.31,43.77,50.66,14
2013-11-23,24.68,88.72,48.88,12
2013-11-24,21.44,58.72,47.2,9
2013-11-25,25.27,72.15,46.99,13
2013-11-26,20.69,77.04,56.83,13
2013-11-27,21.05,71.23,39.95,11
2013-11-28,24.08,85.2,51.21,15
2013-11-29,23.79,96.32,46.99,13
2013-11-30,20.62,86.35,49.97,13
2013-12-01,23.07,100.6,49.42,15
2013-12-02,20.33,60.95,43.61,12
2013-12-03,21.94,106.72,51.01,13
2013-12-04,22.83,80.4,51.56,13
2013-12-05,25.92,77.0,44.98,11
2013-12-06,20.83,61.1,54.04,13
2013-12-07,25.03,100.35,44.93,12
2013-12-08,24.89,70.17,49.31,9
2013-12-09,21.99,101.58,52.53,12
2013-12-10,21.01,74.49,49.08,12
2013-12-11,21.4,65.12,53.27,10
2013-12-12,23.3,71.6,59.1,13
2013-12-13,22.81,101.59,54.24,14
2013-12-14,24.17,83.95,56.33,10
2013-12-15,22.65,98.82,54.93,13
2013-12-16,19.34,70.37,57.16,13
2013-12-17,22.41,91.19,54.88,12
2013-12-18,27.7,79.39,63.03,14
2013-12-19,25.67,104.99,58.37,12
2013-12-20,24.85,86.69,53.81,11
2013-12-21,23.11,92.54,44.39,14
2013-12-22,24.11,69.06,65.17,13
2013-12-23,26.03,122.93,55.2,14
2013-12-24,23.65,117.36,61.04,16
2013-12-25,24.87,78.89,50.78,11
2013-12-26,25.83,108.85,62.75,15
2013-12-27,25.37,84.94,55.13,11
2013-12-28,24.01,92.5,55.34,16
2013-12-29,26.89,81.4,62.37,11
2013-12-30,26.18,104.99,60.71,14
2013-12-31,25.69,55.13,51.35,12
2014-01-01,25.18,86.68,57.21,13
2014-01-02,22.27,98.71,51.42,15
2014-01-03,24.84,103.07,63.52,16
2014-01-04,26.31,81.77,62.78,10
2014-01-05,24.03,95.73,67.1,14
2014-01-06,26.73,118.48,61.1,16
2014-01-07,27.42,107.65,60.08,15
2014-01-08,26.66,118.14,63.76,15
2014-01-09,28.32,115.49,68.54,17
2014-01-10,28.17,116.83,59.85,16
2014-01-11,26.74,111.19,62.21,15
2014-01-12,22.99,140.22,65.88,19
2014-01-13,28.91,106.69,70.13,14
2014-01-14,25.81,118.96,61.83,16
2014-01-15,26.1,129.25,67.41,16
2014-01-16,26.13,95.29,63.49,13
2014-01-17,27.49,128.12,62.11,18
2014-01-18,28.43,125.87,62.15,14
2014-01-19,23.41,138.95,67.33,15
2014-01-20,26.88,132.43,67.02,14
2014-01-21,27.07,115.68,60.86,14
2014-01-22,26.98,115.39,62.75,17
2014-01-23,25.69,111.71,69.45,18
2014-01-24,26.56,99.5,67.1,15
2014-01-25,25.44,151.0,66.81,20
2014-01-26,24.9,108.44,66.88,14
2014-01-27,25.81,102.85,70.7,14
2014-01-28,28.01,139.17,63.45,15
2014-01-29,27.53,143.2,68.26,23
2014-01-30,25.72,178.54,72.54,21
2014-01-31,26.36,95.68,66.62,15
2014-02-01,27.15,138.3,68.26,15
2014-02-02,27.18,133.86,72.69,13
2014-02-03,27.28,135.11,54.36,15
2014-02-04,25.65,138.31,78.96,17
2014-02-05,29.02,134.27,70.59,14
2014-02-06,27.63,105.33,63.45,15
2014-02-07,27.85,157.35,74.47,19
2014-02-08,30.58,130.1,73.6,16
2014-02-09,30.26,174.23,64.23,20
2014-02-10,26.75,119.01,66.13,14
2014-02-11,26.09,171.09,70.94,19
2014-02-12,28.72,126.25,69.23,17
2014-02-13,27.25,141.31,60.86,15
2014-02-14,27.94,130.41,70.33,17
2014-02-15,29.71,136.65,69.41,16
2014-02-16,27.94,121.25,76.13,19
2014-02-17,25.57,146.35,68.03,14
2014-02-18,29.05,161.55,72.69,18
2014-02-19,31.57,86.79,71.03,15
2014-02-20,28.64,117.52,79.15,15
2014-02-21,32.03,120.38,76.87,15
2014-02-22,27.43,152.4,82.07,18
2014-02-23,28.51,114.82,75.4,16
2014-02-24,27.52,166.91,80.65,22
2014-02-25,29.31,177.89,77.23,19
2014-02-26,28.92,152.04,71.68,18
2014-02-27,28.51,124.73,80.92,15
2014-02-28,28.35,147.91,87.42,17
2014-03-01,29.09,131.69,81.23,17
2014-03-02,26.91,142.54,78.35,16
2014-03-03,28.61,132.36,76.0,15
2014-03-04,30.86,183.81,71.53,17
2014-03-05,28.17,125.85,76.91,18
2014-03-06,29.46,164.24,78.79,21
2014-03-07,29.16,187.32,79.86,19
2014-03-08,28.16,134.4,74.65,16
2014-03-09,28.31,123.95,81.3,14
2014-03-10,29.86,146.14,70.29,19
2014-03-11,30.71,137.52,83.19,15
2014-03-12,27.6,158.35,88.93,18
2014-03-13,31.2,166.26,81.36,18
2014-03-14,32.27,148.09,82.04,17
2014-03-15,27.26,187.11,87.79,21
2014-03-16,33.75,158.42,73.03,18
2014-03-17,32.38,114.94,74.87,15
2014-03-18,27.41,181.12,87.23,17
2014-03-19,29.66,151.92,82.58,18
2014-03-20,30.12,120.54,78.56,18
2014-03-21,29.08,128.0,81.94,18
2014-03-22,29.15,157.88,72.08,20
2014-03-23,30.39,162.61,75.35,18
2014-03-24,31.63,135.62,76.96,17
2014-03-25,28.97,176.9,79.11,20
2014-03-26,31.67,140.65,83.33,15
2014-03-27,29.58,128.75,87.64,20
2014-03-28,30.29,149.18,82.61,17
2014-03-29,29.64,152.45,72.47,15
2014-03-30,31.05,146.92,82.62,17
2014-03-31,28.74,183.71,85.33,20
2014-04-01,32.32,138.28,75.38,20
2014-04-02,29.24,153.27,81.13,18
2014-04-03,27.71,152.33,76.92,19
2014-04-04,29.44,135.53,77.11,18
2014-04-05,31.59,174.91,73.56,20
2014-04-06,29.67,152.99,80.03,17
2014-04-07,28.95,136.97,80.03,18
2014-04-08,29.8,156.61,75.07,18
2014-04-09,30.22,120.11,81.59,15
2014-04-10,30.14,153.85,80.97,16
2014-04-11,27.99,187.76,74.61,22
2014-04-12,29.45,173.86,90.74,17
2014-04-13,31.42,136.53,79.01,15
2014-04-14,30.92,144.13,82.46,16
2014-04-15,29.37,140.98,77.2,18
2014-04-16,28.12,182.73,79.5,19
2014-04-17,30.59,132.78,80.85,21
2014-04-18,28.75,144.74,81.81,15
2014-04-19,31.08,156.44,85.64,15
2014-04-20,27.61,136.58,75.19,16
2014-04-21,30.04,137.47,79.97,19
2014-04-22,28.85,186.63,74.6,18
2014-04-23,30.53,108.17,78.16,15
2014-04-24,28.12,133.26,75.41,15
2014-04-25,29.63,146.2,85.04,18
2014-04-26,28.66,174.14,83.37,21
2014-04-27,28.13,128.77,69.71,18
2014-04-28,29.97,136.55,79.26,16
2014-04-29,27.09,148.96,69.17,20
2014-04-30,26.87,147.94,82.37,19
2014-05-01,27.55,154.6,73.55,16
2014-05-02,28.4,141.84,78.93,16
2014-05-03,26.56,146.96,73.56,20
2014-05-04,28.63,181.99,79.48,17
2014-05-05,28.78,135.32,66.08,14
2014-05-06,28.28,131.91,80.59,14
2014-05-07,31.15,136.13,72.12,17
2014-05-08,27.66,105.67,83.18,15
2014-05-09,26.71,185.57,77.38,17
2014-05-10,26.97,147.75,75.25,19
2014-05-11,29.0,143.08,81.94,15
2014-05-12,29.22,151.1,64.14,17
2014-05-13,28.58,140.64,71.74,16
2014-05-14,28.42,104.38,71.21,13
2014-05-15,29.87,136.59,76.59,21
2014-05-16,29.36,143.83,76.07,20
2014-05-17,30.13,135.55,75.53,19
2014-05-18,27.13,156.54,66.53,17
2014-05-19,28.31,132.33,66.07,13
2014-05-20,28.59,110.15,73.18,18
2014-05-21,26.12,152.76,74.22,21
2014-05-22,31.3,121.85,80.02,13
2014-05-23,24.69,122.88,65.99,16
2014-05-24,29.17,91.55,72.98,13
2014-05-25,28.07,122.89,74.94,14
2014-05-26,27.15,139.45,75.23,18
2014-05-27,26.22,114.75,72.01,16
2014-05-28,27.6,161.43,68.12,18
2014-05-29,26.84,99.85,69.77,14
2014-05-30,23.17,105.95,66.23,12
2014-05-31,27.7,153.06,70.48,18
2014-06-01,30.76,128.2,73.14,15
2014-06-02,26.98,107.09,70.33,19
2014-06-03,25.51,146.55,64.54,20
2014-06-04,28.47,106.48,61.34,14
2014-06-05,28.22,63.48,64.93,16
2014-06-06,26.07,137.26,67.18,19
2014-06-07,27.22,130.72,70.5,17
2014-06-08,25.94,108.44,73.32,13
2014-06-09,27.33,62.11,70.93,14
2014-06-10,29.24,108.6,71.67,12
2014-06-11,27.77,116.83,75.39,19
2014-06-12,26.79,121.42,67.26,18
2014-06-13,25.39,104.81,68.73,15
2014-06-14,26.38,151.76,60.59,16
2014-06-15,27.86,96.75,54.35,13
2014-06-16,27.18,97.33,64.48,16
2014-06-17,26.03,112.78,60.33,13
2014-06-18,24.86,104.88,64.57,15
2014-06-19,26.69,98.17,60.79,14
2014-06-20,26.68,111.67,56.86,13
2014-06-21,24.21,111.06,57.43,14
2014-06-22,24.94,112.62,72.92,15
2014-06-23,26.31,114.32,58.55,14
2014-06-24,25.57,102.99,61.75,15
2014-06-25,25.2,67.48,68.19,13
2014-06-26,24.37,160.01,64.44,19
2014-06-27,22.94,121.92,66.8,13
2014-06-28,25.74,100.96,57.91,15
2014-06-29,24.09,81.79,65.87,15
2014-06-30,26.36,123.85,62.62,18
2014-07-01,23.86,111.17,66.2,17
2014-07-02,24.17,85.14,61.09,14
2014-07-03,26.86,135.97,63.7,14
2014-07-04,24.5,113.31,57.45,15
2014-07-05,26.38,85.86,52.04,15
2014-07-06,22.97,96.29,55.74,15
2014-07-07,22.43,79.09,52.74,12
2014-07-08,20.37,80.05,55.71,11
2014-07-09,22.83,66.36,57.07,14
2014-07-10,25.98,92.77,52.85,15
2014-07-11,25.91,102.9,57.82,14
2014-07-12,23.71,83.11,51.77,15
2014-07-13,24.02,95.93,62.99,12
2014-07-14,24.64,97.28,54.96,17
2014-07-15,25.55,75.2,49.14,12
2014-07-16,24.17,85.45,58.34,14
2014-07-17,23.44,111.93,49.84,14
2014-07-18,23.16,92.32,51.67,18
2014-07-19,23.49,77.74,51.62,16
2014-07-20,23.94,87.59,64.13,15
2014-07-21,24.41,64.69,64.77,14
2014-07-22,23.12,67.36,47.66,12
2014-07-23,23.79,72.19,57.44,12
2014-07-24,21.8,54.78,45.73,12
2014-07-25,21.13,51.7,50.43,15
2014-07-26,22.29,60.72,48.62,11
2014-07-27,23.92,77.63,51.59,13
2014-07-28,22.34,89.17,56.09,11
2014-07-29,23.52,76.86,49.17,11
2014-07-30,22.57,47.75,49.09,10
2014-07-31,23.89,98.57,54.51,15
2014-08-01,22.89,71.25,50.48,13
2014-08-02,24.08,95.55,49.33,14
2014-08-03,20.74,79.73,57.75,10
2014-08-04,19.4,78.63,55.83,13
2014-08-05,23.47,71.68,45.51,10
2014-08-06,22.42,96.74,48.69,11
2014-08-07,22.23,69.62,46.37,9
2014-08-08,22.9,50.36,55.78,13
2014-08-09,20.48,74.84,50.25,12
2014-08-10,22.09,57.18,48.73,12
2014-08-11,21.85,67.67,47.01,12
2014-08-12,17.59,23.25,47.12,8
2014-08-13,19.74,72.14,44.36,11
2014-08-14,22.11,80.96,36.63,10
2014-08-15,23.11,50.4,49.71,12
2014-08-16,23.41,32.26,54.29,13
2014-08-17,19.57,77.85,54.03,11
2014-08-18,20.73,42.87,46.13,14
2014-08-19,21.89,54.65,41.3,11
2014-08-20,23.35,62.97,42.01,11
2014-08-21,18.99,73.92,36.97,14
2014-08-22,17.56,73.48,46.69,15
2014-08-23,22.02,55.73,48.91,11
2014-08-24,19.51,71.72,51.25,13
2014-08-25,21.5,41.27,53.09,12
2014-08-26,22.9,38.06,46.72,9
2014-08-27,20.27,25.14,36.62,9
2014-08-28,21.96,64.63,41.87,9
2014-08-29,20.48,46.27,43.46,14
2014-08-30,21.31,51.78,42.75,9
2014-08-31,20.88,95.52,39.26,12
2014-09-01,21.43,43.55,39.73,12
2014-09-02,20.28,56.07,44.53,13
2014-09-03,21.72,56.82,48.01,11
2014-09-04,21.27,60.07,45.92,15
2014-09-05,19.8,35.43,37.71,12
2014-09-06,19.31,57.72,48.98,11
2014-09-07,20.06,59.91,40.88,13
2014-09-08,19.83,26.58,48.9,11
2014-09-09,19.33,25.44,34.84,10
2014-09-10,17.7,63.03,34.67,14
2014-09-11,19.79,55.61,41.44,10
2014-09-12,20.49,20.43,43.91,7
2014-09-13,18.97,31.64,43.5,10
2014-09-14,21.75,53.26,46.67,10
2014-09-15,18.86,49.59,37.78,11
2014-09-16,20.12,56.75,33.62,11
2014-09-17,17.81,18.14,40.88,11
2014-09-18,20.62,40.83,46.97,10
2014-09-19,17.58,65.17,38.18,13
2014-09-20,23.4,60.62,39.54,9
2014-09-21,19.86,44.66,39.27,10
2014-09-22,17.02,43.04,36.47,13
2014-09-23,21.8,42.93,47.46,12
2014-09-24,17.99,27.63,38.61,8
2014-09-25,18.31,59.46,40.64,15
2014-09-26,19.91,44.57,49.01,13
2014-09-27,20.05,46.1,36.63,11
2014-09-28,21.16,28.61,36.85,9
2014-09-29,19.33,42.97,39.85,9
2014-09-30,21.09,49.01,41.55,11
2014-10-01,20.39,75.9,32.37,11
2014-10-02,20.94,83.18,42.31,13
2014-10-03,20.43,27.22,39.69,9
2014-10-04,18.16,41.21,36.84,9
2014-10-05,19.79,18.64,38.09,12
2014-10-06,21.97,50.92,44.15,11
2014-10-07,19.86,38.97,42.47,10
2014-10-08,20.82,70.72,33.21,12
2014-10-09,18.61,91.06,38.49,12
2014-10-10,20.13,63.29,34.41,12
2014-10-11,18.96,43.02,38.81,11
2014-10-12,20.59,46.71,30.0,10
2014-10-13,20.93,82.08,42.04,13
2014-10-14,21.49,49.24,36.26,12
2014-10-15,21.46,56.59,43.21,15
2014-10-16,19.47,53.28,42.88,9
2014-10-17,20.54,37.83,37.83,12
2014-10-18,20.42,28.45,33.41,8
2014-10-19,21.54,48.53,43.17,10
2014-10-20,20.28,55.66,42.27,13
2014-10-21,19.86,71.81,43.0,10
2014-10-22,17.24,114.14,40.89,18
2014-10-23,19.94,71.57,41.42,13
2014-10-24,21.35,60.66,49.47,13
2014-10-25,19.49,53.13,51.41,13
2014-10-26,20.04,56.84,36.36,10
2014-10-27,21.18,94.81,39.06,13
2014-10-28,20.68,17.92,44.84,8
2014-10-29,20.99,61.57,39.76,17
2014-10-30,22.42,31.03,43.37,12
2014-10-31,19.13,87.57,36.93,14
2014-11-01,17.49,56.57,44.19,13
2014-11-02,22.4,61.35,41.25,12
2014-11-03,20.65,56.1,42.84,10
2014-11-04,21.86,59.71,48.64,10
2014-11-05,20.27,65.69,43.36,11
2014-11-06,22.73,79.7,43.63,14
2014-11-07,22.02,39.54,48.85,11
2014-11-08,19.75,99.07,53.23,15
2014-11-09,20.2,84.9,37.9,10
2014-11-10,18.75,55.77,52.18,12
2014-11-11,21.36,93.93,42.21,11
2014-11-12,19.57,72.22,43.7,11
2014-11-13,22.23,80.48,41.62,11
2014-11-14,21.71,63.39,48.09,13
2014-11-15,19.67,47.09,46.8,11
2014-11-16,20.63,64.54,44.47,15
2014-11-17,22.61,80.86,49.7,11
2014-11-18,22.12,35.65,42.57,10
2014-11-19,21.59,65.42,48.13,12
2014-11-20,21.84,90.94,45.27,15
2014-11-21,21.54,18.01,42.14,8
2014-11-22,22.06,98.64,46.69,14
2014-11-23,20.37,92.69,41.8,15
2014-11-24,23.21,63.62,42.02,12
2014-11-25,20.52,56.34,46.82,13
2014-11-26,23.42,48.72,48.34,11
2014-11-27,20.86,51.72,42.74,12
2014-11-28,23.16,57.21,45.65,13
2014-11-29,23.37,78.62,42.11,11
2014-11-30,21.54,66.14,54.44,10
2014-12-01,23.52,74.64,44.71,13
2014-12-02,19.47,96.75,47.96,15
2014-12-03,22.57,55.54,47.92,13
2014-12-04,19.42,69.09,52.47,15
2014-12-05,22.01,113.34,48.45,19
2014-12-06,21.54,74.26,47.7,15
2014-12-07,20.56,91.37,52.14,12
2014-12-08,22.4,64.52,46.4,11
2014-12-09,23.14,59.04,52.25,12
2014-12-10,26.11,79.95,47.8,10
2014-12-11,21.61,99.77,59.59,12
2014-12-12,23.17,61.78,48.51,12
2014-12-13,22.95,71.99,52.53,13
2014-12-14,23.47,109.77,60.6,15
2014-12-15,22.95,70.55,57.24,14
2014-12-16,22.17,109.07,58.44,15
2014-12-17,24.64,72.34,47.64,12
2014-12-18,24.91,122.71,56.73,16
2014-12-19,22.35,90.33,56.32,14
2014-12-20,23.82,101.31,55.03,13
2014-12-21,22.24,101.29,47.09,13
2014-12-22,24.52,103.22,57.47,15
2014-12-23,25.32,92.21,53.81,12
2014-12-24,25.65,77.85,65.75,12
2014-12-25,25.8,107.82,59.14,14
2014-12-26,23.61,94.94,57.1,15
2014-12-27,23.59,93.51,57.98,13
2014-12-28,22.66,73.19,66.27,15
2014-12-29,22.76,64.93,66.82,13
2014-12-30,25.95,135.66,58.67,16
2014-12-31,24.42,88.77,53.27,16
2015-01-01,25.99,115.63,59.91,14
2015-01-02,25.65,85.97,71.64,13
2015-01-03,24.08,100.45,57.77,14
2015-01-04,25.55,137.42,67.68,16
2015-01-05,24.91,72.24,67.94,14
2015-01-06,21.31,115.1,63.94,15
2015-01-07,28.64,88.18,62.31,13
2015-01-08,25.6,102.47,63.54,16
2015-01-09,26.18,118.09,61.39,14
2015-01-10,23.95,115.04,60.19,14
2015-01-11,25.55,103.91,60.61,16
2015-01-12,25.07,120.98,61.87,17
2015-01-13,27.98,99.48,63.17,11
2015-01-14,24.59,93.86,61.45,12
2015-01-15,26.47,88.71,71.89,14
2015-01-16,26.31,121.24,63.61,14
2015-01-17,29.23,134.68,56.51,14
2015-01-18,26.91,122.2,59.46,13
2015-01-19,28.25,75.65,63.47,12
2015-01-20,25.66,113.0,65.53,15
2015-01-21,24.65,94.06,68.15,13
2015-01-22,27.18,128.88,63.46,17
2015-01-23,26.92,116.66,68.47,17
2015-01-24,26.65,102.4,70.43,14
2015-01-25,25.47,112.52,67.72,19
2015-01-26,27.15,123.19,66.04,17
2015-01-27,30.65,121.9,70.74,16
2015-01-28,28.12,138.91,65.46,16
2015-01-29,27.61,107.61,66.52,14
2015-01-30,25.04,147.09,68.0,16
2015-01-31,27.59,139.24,73.81,15
2015-02-01,25.31,146.69,79.33,18
2015-02-02,28.14,115.46,74.81,16
2015-02-03,26.38,118.15,69.02,13
2015-02-04,27.7,122.39,69.54,14
2015-02-05,28.79,128.7,73.61,17
2015-02-06,26.91,148.01,74.05,18
2015-02-07,25.53,116.04,69.63,15
2015-02-08,27.78,153.53,70.96,20
2015-02-09,28.2,118.97,69.87,14
2015-02-10,28.8,121.68,76.88,20
2015-02-11,31.56,138.2,62.96,14
2015-02-12,28.67,136.23,70.04,18
2015-02-13,29.73,110.47,76.52,15
2015-02-14,26.02,125.74,69.35,16
2015-02-15,26.14,181.75,58.9,17
2015-02-16,23.51,171.57,78.21,20
2015-02-17,30.08,135.97,71.72,20
2015-02-18,27.24,116.13,73.11,15
2015-02-19,29.04,144.89,76.36,19
2015-02-20,30.07,156.34,76.5,19
2015-02-21,25.78,150.14,74.44,15
2015-02-22,28.8,118.96,70.02,18
2015-02-23,28.51,156.63,78.49,17
2015-02-24,31.55,140.96,75.06,14
2015-02-25,29.56,157.0,72.02,17
2015-02-26,28.43,127.11,68.24,15
2015-02-27,28.71,139.18,72.2,18
2015-02-28,28.51,160.0,74.75,21
2015-03-01,29.36,145.44,67.23,21
2015-03-02,30.63,160.11,73.69,20
2015-03-03,30.28,154.01,81.2,16
2015-03-04,28.62,135.41,72.82,18
2015-03-05,29.39,180.71,80.37,20
2015-03-06,31.53,184.63,79.52,19
2015-03-07,25.33,162.03,73.18,16
2015-03-08,32.18,132.4,79.35,18
2015-03-09,29.7,143.75,87.54,18
2015-03-10,30.57,151.97,75.63,15
2015-03-11,31.2,158.61,89.65,20
2015-03-12,31.19,145.09,80.83,21
2015-03-13,30.98,113.08,73.63,17
2015-03-14,27.72,113.77,70.3,14
2015-03-15,31.13,150.73,77.35,16
2015-03-16,31.48,162.91,83.07,19
2015-03-17,30.36,150.22,82.7,14
2015-03-18,27.78,166.57,82.83,18
2015-03-19,29.77,139.98,75.01,15
2015-03-20,29.71,162.21,76.57,16
2015-03-21,31.46,141.87,78.8,15
2015-03-22,30.96,174.03,80.99,17
2015-03-23,32.4,139.78,78.16,17
2015-03-24,31.34,168.69,78.62,16
2015-03-25,29.21,137.93,80.93,15
2015-03-26,32.86,155.14,66.1,19
2015-03-27,31.28,189.08,78.71,20
2015-03-28,31.84,147.69,85.19,15
2015-03-29,29.73,125.82,89.0,16
2015-03-30,29.74,145.86,75.77,19
2015-03-31,32.78,143.18,79.97,19
2015-04-01,31.31,122.13,75.12,16
2015-04-02,26.57,152.05,90.23,21
2015-04-03,31.72,174.42,75.68,17
2015-04-04,31.37,124.89,88.55,16
2015-04-05,28.59,135.14,75.34,19
2015-04-06,28.25,155.48,84.34,17
2015-04-07,28.54,165.77,88.1,16
2015-04-08,29.69,143.07,84.62,18
2015-04-09,31.1,130.06,75.89,13
2015-04-10,29.2,155.22,71.95,16
2015-04-11,29.67,141.73,77.41,15
2015-04-12,31.63,143.4,75.14,16
2015-04-13,31.07,149.59,74.79,19
2015-04-14,29.28,145.49,82.19,20
2015-04-15,30.89,177.68,74.19,18
2015-04-16,32.87,203.96,81.12,19
2015-04-17,30.59,137.93,72.97,18
2015-04-18,29.1,175.63,75.16,20
2015-04-19,29.98,117.38,66.86,18
2015-04-20,28.58,141.19,70.71,18
2015-04-21,29.43,137.62,72.03,18
2015-04-22,31.7,135.03,75.61,16
2015-04-23,30.4,164.62,73.74,15
2015-04-24,30.86,160.67,80.99,15
2015-04-25,29.58,170.22,81.73,15
2015-04-26,30.01,192.61,73.98,18
2015-04-27,30.52,167.43,77.95,17
2015-04-28,27.74,108.11,75.54,13
2015-04-29,28.58,157.54,75.32,18
2015-04-30,29.51,158.38,73.26,18
2015-05-01,31.39,177.62,73.11,19
2015-05-02,30.36,147.36,89.31,17
2015-05-03,29.64,144.6,74.45,17
2015-05-04,31.0,153.52,76.5,14
2015-05-05,33.7,178.93,77.71,18
2015-05-06,31.08,131.99,80.22,15
2015-05-07,26.48,151.65,70.25,15
2015-05-08,28.53,190.24,80.48,19
2015-05-09,26.84,173.18,75.43,17
2015-05-10,29.34,131.13,75.72,17
2015-05-11,28.17,131.39,75.45,16
2015-05-12,27.65,144.94,77.7,15
2015-05-13,30.19,106.43,78.22,13
2015-05-14,30.27,111.24,74.32,13
2015-05-15,26.91,151.23,80.57,15
2015-05-16,29.4,135.94,77.09,17
2015-05-17,28.16,144.33,74.74,20
2015-05-18,27.43,116.16,66.35,12
2015-05-19,26.74,159.58,80.26,18
2015-05-20,29.78,159.38,74.22,18
2015-05-21,26.66,103.89,76.8,16
2015-05-22,25.7,146.22,72.09,16
2015-05-23,28.54,134.35,71.42,15
2015-05-24,25.3,96.36,66.78,13
2015-05-25,29.26,154.79,71.65,16
2015-05-26,27.77,127.91,76.37,17
2015-05-27,26.96,105.98,74.7,17
2015-05-28,27.1,116.01,64.2,17
2015-05-29,24.02,131.36,74.32,17
2015-05-30,27.95,158.56,67.91,20
2015-05-31,25.52,153.24,69.63,18
2015-06-01,27.92,151.59,69.44,16
2015-06-02,30.88,140.65,70.31,17
2015-06-03,27.21,126.62,58.93,18
2015-06-04,27.61,119.29,78.9,21
2015-06-05,28.2,120.24,69.41,15
2015-06-06,28.95,110.26,73.59,14
2015-06-07,25.66,112.05,61.55,14
2015-06-08,31.44,129.88,57.25,19
2015-06-09,25.45,147.53,62.42,17
2015-06-10,28.9,124.02,70.77,16
2015-06-11,29.32,79.01,68.09,16
2015-06-12,25.34,136.54,59.21,17
2015-06-13,24.39,127.48,69.52,15
2015-06-14,28.82,108.49,66.25,15
